property_id,title,url,address,address_2,property_status,primary price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,key_features,description,property_size,epc_rating,key_info
result-13679882,Studio to rent,https://www.onthemarket.com/details/13679882/,"Stratosphere Tower, London E15","Stratosphere Tower, London E15",Studio to rent,"£1,900 pcm (£438 pw)",JLL - Stratford,"
                         Unex Tower, 7 Station Street
London
E15 1DA
                        
                      ", 020 8022 0275,http://www.jll.com/,Added yesterday,Studio,0 bed,1 bath,"['Studio', '1 Bathroom', '24 hour concierge', 'Residents gym on-site', '0.1 mile from Stratford underground station', 'Furnished', 'EPC: C', 'Rooftop terrace']","Studio apartment in Stratosphere Tower with separate bedroom space.  A spectacular 36 storey tower located in the heart of Stratford offers a unique space offering residents a private gymnasium, Wi-Fi lounge and roof-top terrace.   A two minute walk to London’s best connected transport hubs for Central, Jubilee, DLR, Overground and TFL rail lines.Property has underfloor heating.  Handleless fitted units from designer Urban Myth, stone worktops, Smeg appliances.  Kitchen, living room & hallway in quality woodstrip laminate, bedrooms carpeted in a neutral colour tone.  Décor with smooth finish to all walls & ceilings, painted in white emulsion and White satinwood finish.  Bath with thermostatic rain shower mixer & glazed screen, contemporary ceramic tiling, large vanity mirror, bespoke cabinetry with built in storage & low voltage socket and two towel rails.  *PLEASE NOTE PHOTOS USED ARE OF SIMILAR FLAT IN THE BUILDING OF THE SAME LAYOUT. FURNITURE MAY BE DIFFERENT*",376 sq ft / 35 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13461367,2 bedroom end of terrace house to rent,https://www.onthemarket.com/details/13461367/,"Ridgeview Close, Barnet, EN5","Ridgeview Close, Barnet, EN5",2 bedroom end of terrace house to rent,"£1,950 pcm (£450 pw)",Spencer & Sener - New Barnet,"
                         14 High Street
High Barnet, Hertfordshire
EN5 5RU
                        
                      ", 020 8033 4117,http://spencerandsener.com/,Reduced yesterday,End of terrace house,2 bed,1 bath,"['Two bedrooms', 'Off Road Parking', 'Garden backing onto open fields', 'Kitchen Diner']","Available from 23/09/2023.Located in this quiet residential turning off Mays Lane, available as of now is this two bedroom house. The property comprises a family bathroom, two bedrooms, a kitchen diner, off road parking and a beautiful parking which backs onto open fields.EPC DCouncil Tax D
Available from 23/09/2023.Located in this quiet residential turning off Mays Lane, available as of now is this two bedroom house. The property comprises a family bathroom, two bedrooms, a kitchen diner, off road parking and a beautiful parking which backs onto open fields.EPC DCouncil Tax D",796 sq ft / 74 sq m,EPC rating: D*,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-11418606,Studio to rent,https://www.onthemarket.com/details/11418606/,"Orwell Building, Heritage Lane, London, NW6","Orwell Building, Heritage Lane, London, NW6",Studio to rent,"£2,000 pcm (£462 pw)",Langford Chase - Highgate,"
                         355c Archway Road
Highgate, London
N6 4EJ
                        
                      ", 020 8022 7117,http://langfordchase.com,Virtual tour,Studio,0 bed,1 bath,"['Studio Apartment with Separate Sleeping area', 'Concierge', 'On-Site Gym / Sauna / Steam Room', 'Furnished', 'Enclosed Private Balcony', 'Excellent Amenities and Transport Links', 'Available Early September']","Situated in the heart of West Hampstead is this superbly presented studio apartment benefitting from a separate screened off sleeping area, which is set within this well appointed lift serviced development.The property is furnished and benefits from an abundance of storage throughout, along with fitted wardrobes in the sleeping area. Residents have access to the on site gym / sauna / steam room and there is a concierge in the building. West Hampstead Underground Station and the Thameslink are close by. There are also excellent local bus services and amenities with numerous bars and restuarants in the immediate area.Available beginning of September",476 sq ft / 44 sq m,EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679881,2 bedroom flat to rent,https://www.onthemarket.com/details/13679881/,"Malden Road, NEW MALDEN KT3","Malden Road, NEW MALDEN KT3",2 bedroom flat to rent,"£2,100 pcm (£485 pw)",Century 21 Royale - Kingston,"
                         59 Surbiton Road
Kingston upon Thames
KT1 2HG
                        
                      ", 020 4537 7039,https://www.century21uk.com/agent/c21-royale/,Added yesterday,Flat,2 bed,1 bath,"['Stunning private front garden with patio', 'Bifolding doors', 'Lots of storage', 'New modern kitchen', 'Lots of natural sunlight', 'Easy maintenance garden', 'Short term let', 'ALL INCLUSIVE']","Century 21 Royale is delighted to introduce this stunning 2-bedroom flat ideally situated in New Malden. This exquisite property offers a luxurious and contemporary living experience, boasting two fantastically sized bedrooms, a reception room, one modern bathroom as well as a modern kitchen with all appliances included.As you come into this wonderful property, you are welcomed by a stunning private garden with a patio, also included with this property are beautiful bi-folding doors that bring in a lot of natural sunlight to the flat. As you step inside, you will be greeted by a warm and inviting atmosphere. The living area is thoughtfully laid out, offering a versatile space for both relaxation and entertainment. The kitchen is fully equipped with all the necessary appliances needed. The flat features two well-proportioned bedrooms, providing ample space for relaxation. The flat also features a spacious storage cupboard to provide space for your belongings. The bathroom is tastefully designed and equipped with modern fixtures and fittings, ensuring your comfort and convenience. ALL-INCLUSIVE EXCEPT INTERNET *CALL NOW TO BOOK*","1,173 sq ft / 109 sq m",EPC rating: C*,"['Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679877,1 bedroom flat to rent,https://www.onthemarket.com/details/13679877/,"Benhurst Court, Hamilton Road, Ealing, London, W5","Benhurst Court, Hamilton Road, Ealing, London, W5",1 bedroom flat to rent,"£1,700 pcm (£392 pw)",Rolfe East - Ealing,"
                         18-19 The Mall
Ealing
W5 2PJ
                        
                      ", 020 8022 6713,http://www.rolfe-east.com,Added yesterday,Flat,1 bed,1 bath,"['Superbly presented throughout', 'Gas central heating', 'Allocated off street parking', 'Available now']","A superbly presented one bedroom first floor purpose built flat.  The property benefits from oak wood flooring throughout, modern fitted kitchen and bathroom suite and allocated off street parking.  Set in a great location for Ealing Broadway tube station (Central, District, First Great Western ,Heathrow Connect and Elizabeth lines).  Please see website for full details.
 
 

",500 sq ft / 46 sq m,,"['Council tax:\xa0', 'Band D']"
result-8268325,5 bedroom flat to rent,https://www.onthemarket.com/details/8268325/,Strathmore Court NW8,Strathmore Court NW8,5 bedroom flat to rent,"£8,493 pcm (£1,960 pw)",Residential Land - Mayfair,"
                         59-60 Grosvenor Street
Mayfair, London
W1K 3HZ
                        
                      ", 020 8033 2785,https://www.residentialland.com/,Virtual tour,Flat,5 bed,2 bath,"['On site porter', 'Lift service', 'Views over Regents Park', 'Newly furnished', '24-hour emergency service', '<strong>Superb views over Regents Park</strong>', 'Available to rent furnished or unfurnished', 'CCTV']","A newly refurbished, five-bedroom apartment located in a prestigious mansion building offering fabulous views over Regents Park. This first-floor apartment is set over 2362 sq ft and benefits from ample storage space. It comprises a double reception room, kitchen, breakfast room, five bedrooms, and two-family-size bathrooms. 

The apartment offers easy access to the famous Lords Cricket Ground, and the open spaces of Regent’s Park, along with all the local shops, bars, and restaurants located on St John’s Wood High Street. 

Residential Land is the owner and managing agent of this property. All our tenants benefit from a dedicated building manager who is on hand to assist with any property-related issues. We also employ a dedicated team of maintenance experts and provide a 24-hour emergency helpline.

Financial Summary:

•	Holding Deposit= £1,960 (1 week’s rent- this is taken off the total security deposit)
•	Security Deposit= £6,533.33 (1 calendar month’s rent, less holding deposit) 
•	1 calendar months rent= £8,493.33 

Total amount payable= £16,986.67

Council Tax band- H
EPC rating- CStrathmore Court is a prestigious Art Deco Mansion block located in one of NW8's premier residential locations, with apartments benefiting from fabulous views over Regent’s Park.

We understand that pets are a vital part of a home and a family, which is why the majority of our apartments are pet friendly.

The property benefits from a lift, porterage and is close to the myriad of shopping opportunities of the West End.

The building is close to the famous Lords Cricket ground and opposite the beautiful Grade I listed Regent’s Park, home to London Zoo. The award winning St John’s Wood High Street is a few minutes away, with numerous boutique shops, vibrant bars and high end restaurants.

Strathmore Court would be ideally suited to young professionals or students due to its proximity to the West End, as well as a number of top colleges and universities such as London Business School, University of Westminster and the Royal College of Physicians.

All units can benefit from a Westminster parking permit.

Residential land offers a dedicated single point of contact throughout your stay for all dealings; including tenancy agreement, In-house maintenance, property management and general assistance.


*Remote live video viewings by appointment and virtual tours available*","2,362 sq ft / 219 sq m",EPC rating: C*,"['Council tax, if payable:\xa0', 'Broadband:\xa0', 'Basic 16Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-8635589,1 bedroom flat to rent,https://www.onthemarket.com/details/8635589/,"Sumatra Road, West Hampstead, NW6","Sumatra Road, West Hampstead, NW6",1 bedroom flat to rent,"£1,750 pcm (£404 pw)",Paramount - West Hampstead,"
                         150 West End Lane
West Hampstead
NW6 1SD
                        
                      ", 020 8022 6912,http://www.paramount-properties.co.uk,Added yesterday,Flat,1 bed,1 bath,"['Video tour available!', 'Wooden flooring throughout', 'Double glazing in the bedroom', 'Large wardrobes', 'Set in the heart of West Hampstead', 'Open plan kitchen', 'Fully managed by Paramount', 'Energy efficient', 'Bills not included', '25% council tax discount applies for single occupancy']","Key Features:Video tour available!Wooden flooring throughout Double glazing in the bedroomLarge wardrobesSet in the heart of West HampsteadOpen plan kitchenFully managed by Paramount Energy efficientBills not included25% council tax discount applies for single occupancy
THIS ONE'S FOR YOU IF...you want a crisp, fresh and modern apartment to make your home. You know the kind of apartment you can walk into, drop your bags and start planning your dream home. You're not a first-time renter, you've already collected your staple furniture pieces, so having a neutral blank canvas is essential. You want modern; although you can appreciate the beauty of a period external, having a charming exterior paired with a contemporary interior is the perfect mix. You need bright; you need the kind of home that has light flowing through, but the most important thing to you? The location. You've already fallen in love with West Hampstead life, so that's where you want to be. London Borough of Camden: Band D",452 sq ft / 42 sq m,EPC rating: C*,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679872,1 bedroom apartment to rent,https://www.onthemarket.com/details/13679872/,"Montmorency Gardens, London, N11","Montmorency Gardens, London, N11",1 bedroom apartment to rent,"£1,750 pcm (£404 pw)",Element Properties & Co - Wood Green,"
                         26 Palace Gates Road
London
N22 7BN
                        
                      ", 020 3641 8462,http://www.elementproperties.co.uk,Virtual tour,Apartment,1 bed,1 bath,"['VIRTUAL TOUR AVAILABLE', 'MODERN APARTMENT', 'TOP FLOOR', 'SPACIOUS BALCONY', 'ALLOCATED UNDERGROUND PARKING', 'UNFURNISHED', 'AVAILABLE FROM 23RD SEPTEMBER']","Element Properties & Co are very proud to offer for sale a beautifully presented one bedroom property located on the top floor of a modern apartment block.Offering circa 735 sq. ft. of internal floor space, this is much larger than an average one bedroom property with a light and airy living room & modern kitchen space with integrated appliances, leading to a south facing balcony with stunning views across London.The master bedroom is spacious and equipped with fitted glass wardrobes and floor to ceiling windows.There is a spacious, modern three piece bathroom suite with floor to ceiling porcelain tiles, as well as a generously large store room, accessed via the hallway.The property also benefits from an intergrated mechanical ventilation with heat recovery system (MVHR) throughout.Further benefits include a wide parking space in an underground gated carpark, as well as lift access and plenty of communal space.The property is within close proximity of New Southgate Overground Station (0.3 miles) with access into Finsbury Park & the City as well as Arnos Grove Underground Station (0.3 miles, Piccadilly Line). There are also many bus links providing convenient access around town as well as a great selection of shops, cafes and restaurants.Arnos Park only a short stroll away from the property, a perfect spot for outdoor activities, picnics, and relaxation. The park features a beautiful lake, a playground, and plenty of open space for sports and games.The property is available from 23rd September and comes Unfurnished.",678 sq ft / 63 sq m,EPC rating: B*,"['Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679869,3 bedroom apartment to rent,https://www.onthemarket.com/details/13679869/,"Fairthorn Road, London, SE7","Fairthorn Road, London, SE7",3 bedroom apartment to rent,"£2,500 pcm (£577 pw)",Hello Neighbour - New Malden,"
                         46-50 Coombe Road
New Malden, Greater London
KT3 4QF
                        
                      ", 020 8115 7697,https://hello-neighbour.com/,Virtual tour,Apartment,3 bed,2 bath,,"Hello Neighbour are proud to present this delightful 3-bedroom flat in Westcombe Park.Featuring a bright and spacious living room, with plenty of natural light and attractive hardwood floors that exude warmth and character. The kitchen, sleek in design, boasts ample space for storage and meal preparation, for ease within your daily routine. The flat features 3 well sized bedrooms, each providing a bright and comfortable retreat. As well as the highlight feature of a private balcony. The two bathrooms, including a master en-suite, provides added privacy and convenience to your day to day. The property is exceptionally situated just a 5 minute walk from Westcombe Park Station for travelling around the city with ease.",872 sq ft / 81 sq m,EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13567490,2 bedroom apartment to rent,https://www.onthemarket.com/details/13567490/,"Sloane Street, Knightsbridge SW1X","Sloane Street, Knightsbridge SW1X",2 bedroom apartment to rent,"£6,500 pcm (£1,500 pw)",RNV Properties - London,"
                         4 Newmans Row, Lincoln Inn 
High Wycombe, Buckinghamshire
HP12 3RE
                        
                      ", 020 4568 9899,https://www.rnvproperties.co.uk/,Reduced yesterday,Apartment,2 bed,1 bath,"['Master Bedroom', 'Bedroom / Study', 'First Floor Flat', 'Luxury Furniture', 'Fully Furnished', '24 Hour On Site Porter', 'Beautifully Presented', 'Close to Hyde Park', 'Security Cameras', 'Lift in Building']","RNV Properties present to the market a very well presented two bedroom first floor apartment in this prestigious area in the heart of London. The property has great entertaining space within the reception area and a modern separate kitchen.The building has the added bonus of having a 24-hour concierge and a Lift.The apartment is very centrally located in Knightsbridge and benefits from all the local amenities and high-end shops which the area offers along with great transport links and a 5 minutes walk to Hyde Park.The property is available to let from 17th August on a furnished basis.(SHORT TERM 6 MONTHS OR LONG TERM UP TO 24 MONTHS)Get in touch NOW to arrange a viewing.*Have a property TO LET? get in touch with RNV Properties to get a FREE VALUATION*Tenant Fees Act 2019For properties in England, the Tenant Fees Act 2019 means that in addition to rent, lettings agents can only charge tenants the following permitted payments:Commitment To Rent AgreementHolding deposits (a maximum of 1 week's rent) for the reasonable costs of us carrying out the Early Termination;Tenant ProtectionRNV Properties  is a member of the Deposit Protection Scheme - an approved scheme.RNV Properties is proud to be a member of Property Redress Scheme.Note: These particulars are intended only as a guide to prospective viewers to enable them to decide whether to make further enquiries with a view to taking up negotiations but they are otherwise not intended to be relied upon in any way for any purpose whatsoever and accordingly neither their accuracy nor the continued availability of the property is in any way guaranteed and they are furnished on the express understanding that neither the Agents nor the Vendors are to be or become under any liability or claim in respect of their contents. Any prospective applicant must satisfy himself by inspection or otherwise as to the correctness of the particulars contained.Council tax band: G",798 sq ft / 74 sq m,EPC rating: C*,"['Council tax:\xa0', 'Band G', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679863,2 bedroom apartment to rent,https://www.onthemarket.com/details/13679863/,"West Smithfield, London, EC1A","West Smithfield, London, EC1A",2 bedroom apartment to rent,"£2,816 pcm (£650 pw)",Savills - Shoreditch,"
                         48 Great Eastern Street
London
EC2A 3EP
                        
                      ", 020 8022 6250,https://www.savills.co.uk/estate-agents/savills-shoreditch.aspx,Added yesterday,Apartment,2 bed,2 bath,"['Three double bedroom', 'Newly refurbished', 'Furnished', 'Private development', 'Central location', 'EPC Rating = B']","A newly refurbished two bedroom apartment in a convenient City location
DescriptionA newly renovated two bedroom apartment in an attractive building located in the heart of the City of London. This apartment is on the 3rd floor and features open plan kitchen, good ceiling height and large feature windows. The property is offered to the market newly furnished and is available now. Building air conditioning is not available at the property because of landlord lease restrictions.Agents note: Council tax bands are set at their highest, with the expectation that they will be reduced. As for EPCs, their estimation is currently in progress, and we anticipate their completion.LocationWeddel House is located in The City of London, close to the amenities of Clerkenwell, Farringdon and St Pauls with a plethora of restaurants, bars and transport options. The closet stations are Farringdon and Barbican, with the Farringdon Cross Rail station being a 3 minute walk (source: Google Maps) offering excellent access to the West End and Canary Wharf. St Pauls Station is also close by.Square Footage: 750 sq ft

Additional InfoHolding Deposit  £650.00 ( 1  week )Deposit Payable £3,250.00 ( 5 weeks )Minimum Term : 12 months    Rent must be paid monthly in advance",,,"['Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679853,3 bedroom semi-detached house to rent,https://www.onthemarket.com/details/13679853/,"Barforth Road, London","Barforth Road, London",3 bedroom semi-detached house to rent,"£2,500 pcm (£577 pw)",Our Move - Erith,"
                         76 West Street
Erith
DA8 1AQ
                        
                      ", 01322 352442,http://ourmoveltd.com/,Added yesterday,Semi-detached house,3 bed,1 bath,"['3 Bedrooms', 'Upstairs bathroom & toilet', 'Spacious lounge/diner', 'Fitted kitchen', 'Rear garden', 'Off street parking']","Offered to let is this lovely 3 bedroom semi detached house in Nunhead. The property is in good condition throughout and offers 3 bedrooms, upstairs fitted bathroom, brand fitted kitchen, good size living room, rear garden & off-street parking. It is ideally located for all local amenities.",742 sq ft / 69 sq m,EPC rating: E*,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-9340609,1 bedroom flat to rent,https://www.onthemarket.com/details/9340609/,"Charter House, High Road, IG1 1UF","Charter House, High Road, IG1 1UF",1 bedroom flat to rent,"£1,500 pcm (£346 pw)",Humphrey & Co - Walthamstow,"
                         125 Hoe Street
Walthamstow, London
E17 4RX
                        
                      ", 020 8115 2645,https://www.hcolondon.com/,Added today,Flat,1 bed,1 bath,"['Available 6TH', 'All New Charter House', 'Part Furnished', 'Lift', 'Free WiFi', 'Balcony', 'Open Plan Lounge', 'Fridge Freezer', 'Full Double Glazing', 'Oven/Hob']","ALL NEW CHARTER HOUSE --- GREAT CONDITION-- TEN MINUTES AWAY FROM SEVEN KINGS STATION --- AVAILABLE FROM 06TH OCTOBER --- BALCONY --- HIGH SPEC --- PART FURNISHED --- OPEN PLAN --- LIFT --- MUST SEE --- London's Local Property Agent present this amazing flat in Seven Kings to the rental market available from 6th October. Open plan kitchen and lounge with laminate flooring throughout, neutral decor, bright and airy. Double glazed and gas central heating. Available part furnished or unfurnished. Ample movement space and very spacious apartment, viewings highly recomended.FeaturesGas Central HeatingCombi Boiler",,,"['Council tax:\xa0', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679851,2 bedroom apartment to rent,https://www.onthemarket.com/details/13679851/,"West Smithfield, London, EC1A","West Smithfield, London, EC1A",2 bedroom apartment to rent,"£2,816 pcm (£650 pw)",Savills - Clerkenwell,"
                         122/124 St John Street
Clerkenwell, London
EC1V 4JS
                        
                      ", 020 8033 5574,https://www.savills.co.uk/,Added yesterday,Apartment,2 bed,2 bath,"['Two double bedroom', 'Newly refurbished', 'Furnished', 'Private development', 'Central location', 'EPC Rating = B']","A newly refurbished two bedroom apartment in a convenient City location
DescriptionA newly renovated two bedroom apartment in an attractive building located in the heart of the City of London. This apartment is on the 3rd floor and features separate kitchen, good ceiling height and large feature windows. The property is offered to the market newly furnished and is available now. Building air conditioning is not available at the property because of landlord lease restrictions.Agents note: Council tax bands are set at their highest, with the expectation that they will be reduced. As for EPCs, their estimation is currently in progress, and we anticipate their completion.LocationWeddel House is located in The City of London, close to the amenities of Clerkenwell, Farringdon and St Pauls with a plethora of restaurants, bars and transport options. The closet stations are Farringdon and Barbican, with the Farringdon Cross Rail station being a 3 minute walk (source: Google Maps) offering excellent access to the West End and Canary Wharf. St Pauls Station is also close by.Square Footage: 750 sq ft

Additional InfoHolding Deposit  £650.00 ( 1  week )Deposit Payable £3,250.00 ( 5 weeks )Minimum Term : 12 months    Rent must be paid monthly in advance",,,"['Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679850,2 bedroom apartment to rent,https://www.onthemarket.com/details/13679850/,"Chronicle Tower, 261B City Road, London, EC1V","Chronicle Tower, 261B City Road, London, EC1V",2 bedroom apartment to rent,"£4,117 pcm (£950 pw)",Austin Homes - Old Street,"
                         White Collar Factory
1 Old Street Yard, London
EC1Y 8AF
                        
                      ", 020 8033 9010,http://austinhomes.london,Added yesterday,Apartment,2 bed,2 bath,"['Fully Furnished', 'Gym', 'Swimming Pool', 'Shops and amenities nearby', 'En suite', 'Double glazing', 'Close to public transport', 'Underground parking available via separate negotiation', '24 Hour Concierge']","This contemporary 2 bedroom apartment offers an elegant open-plan layout complemented by floor-to-ceiling windows and impeccable views of the city. It features stylish interiors and a spacious reception area.Chronicle Tower boasts a fantastic location, moments from City Road Basin and King Square Gardens. It presents convenient access to fine amenities and attractions and is in close proximity to Old Street, Angel, and Kings Cross stations.The residents of the building have access to a 24 hour concierge, gym, swimming pool, Jacuzzi, sauna, steam room and secure bike storage.The flat is furnished to a high standard and underground parking available via separate negotiation. ",861 sq ft / 80 sq m,EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-11451838,2 bedroom ground floor flat to rent,https://www.onthemarket.com/details/11451838/,"61A Eton Avenue, London, NW3","61A Eton Avenue, London, NW3",2 bedroom ground floor flat to rent,"£3,120 pcm (£720 pw)",Visum - Leicestershire,"
                         3 Regent Street, Finedon
Wellingborough, Northamptonshire 
NN9 5NB
                        
                      ", 01455 364911,https://www.visum.co.uk/,Study,Ground floor flat,2 bed,2 bath,"['Central heating', 'Dishwasher', 'Garden', 'Washing machine', 'Cable/Satellite', 'Broadband/ADSL', 'White goods']","Property number 47506. Click the ""Request Viewing"" or ""Email Agent""button, submit the form and we'll text & email you within minutes, day or night.We're renting our lovely two bedroom flat in Belsize Park where our family, including our two small children, has been living for the past 5 years.  It has a garden with morning and afternoon sun, its own private and very secure side entrance and a very short commute to practically anywhere.

A couple of key features:

Main room - this is a fantastic space for entertaining. Aside from the main area in the flat itself, the French doors open up into the garden and a summer party can then accommodate 60+ people (we've done it).  The ceilings are high and there is a feeling of openness. It's a big space. 

Main bedroom - we have kept our large bed in this room which includes a hotel grade mattress which will make a real difference to your sleep; it has a walk-in wardrobe and another set of full height cupboards for storage, which we found to be plenty (and we have plenty of stuff). There is also a skylight, so there is plenty of light coming into the room, particularly in the morning. 

Small bedroom - we had two small children sleeping in this room and they loved it; their own den.  It has ultra soft carpet so the kids could play on the floor and it's very cosy. Alternatively, this works as a home office. It can be closed off from the rest of the flat, is nice and quiet and has its own bathroom.

Storage - there is a lot of storage for a flat. From the walk-in wardrobe to the full height cupboards in the laundry, side return, kitchen and main room, every available bit of space has been used for storage. You might note the space for a wine fridge in the photos too.

The building - it is a beautiful building to live in and it's a beautiful tree lined street. Our lovely neighbours above, between them, own the rest of the building and it is very well maintained and cared for property. 

The location - for us, the location has been ideal. It's a 2-3 minute, very safe walk to Swiss Cottage tube or a 10 minute walk to Belsize Park or Chalk Farm. Our own commute to Green Park was less than 20 minutes door to door and an Uber back after a night out in Soho is <£14. 

This flat suits a couple who particularly enjoy entertaining, can make the most of central living.  We've enjoyed living here and the lifestyle it brings and we hope you do too.
If you're interested in this property please click the ""Request Viewing"" button above",936 sq ft / 87 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679823,3 bedroom townhouse to rent,https://www.onthemarket.com/details/13679823/,"London, London NW9","London, London NW9",3 bedroom townhouse to rent,"£3,100 pcm (£715 pw)",Winkworth - Kingsbury,"
                         499 Kingsbury Road
Kingsbury, London
NW9 9ED
                        
                      ", 020 3641 4436,https://www.winkworth.co.uk/estate-agents/kingsbury,Added yesterday,Townhouse,3 bed,2 bath,"['Newly Refurbished Townhouse', 'Three Double Bedrooms', 'Two Bathrooms', 'Downstairs WC', 'Modern Fitted Kitchen', 'Driveway for 1 car', 'Rear Garden', 'Garage', 'Unfurnished', 'Available now']","A newly refurbished and spacious townhouse located in the sought-after area, Welsh Harp Village. There is a downstairs WC and a modern kitchen/diner on the ground floor. On the first floor is a living room, double bedroom and shower room. On the second floor, you will find two further double bedrooms and an en-suite. Externally you have a driveway for 1 car, a garage and a rear garden. Ideal for families and is unfurnished. Available to move in straight away. DO NOT MISS OUT ON THIS OPPORTUNITY!Please note, only for families. NO HMO License.5 Weeks DepositEPC Rating CCouncil Tax Barnet Band F £2652.00 per year","1,173 sq ft / 109 sq m",EPC rating: C*,"['Council tax:\xa0', 'Band F', 'Broadband:\xa0', 'Ultra-fast 941Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-4186689,2 bedroom apartment to rent,https://www.onthemarket.com/details/4186689/,"William IV Street, Covent Garden, WC2N","William IV Street, Covent Garden, WC2N",2 bedroom apartment to rent,"£4,485 pcm (£1,035 pw)","CBRE - London, West End","
                         5th Floor, 22 Long Acre
London
WC2E 9LY
                        
                      ", 020 8022 6424,http://www.cbreukresidential.com,Virtual tour,Apartment,2 bed,2 bath,"['Unfurnished', 'Professionally managed', 'Central Location', 'Modern', 'Council tax band: G']","This modern two bedroom flat to rent in Covent Garden is situated in a newly refurbished residential block, located on William IV Street. Situated on the second floor and just moments away from the delights of Covent Garden's famous Italian style Piazza, celebrated for the Royal Opera House and also its numerous shops, street performers, bars and restaurants.This two bedroom apartment is ideal for a couple or two sharers looking to live in Covent Garden and with a short commute to the City, Mayfair, St James's or Victoria. The accommodation comprises of a fully fitted kitchen and a fully tiled bath room, a shared terrace and built in storage.The apartment also benefits from a 24 hour security office and is professionally managed. Available to rent immediately on an unfurnished basisThere is a requirement of a 5 week (rent equivalent under £50,000 per annum) deposit for new and renewed tenancies (or 6 weeks if the annual rent is £50,000 or more).For more information about our fees please visit our web-site’s ‘Tenant Fees’ page located under the Rent tab. CBRE Limited on its behalf and for the Vendors or Lessors of this property whose Agents they are, give notice that:1. These particulars are set out as a general outline only for guidance to intending Purchasers or Lessees, and do not constitute any part of an offer or contract.  2.Whilst CBRE Limited uses reasonable endeavours to ensure that the information in these particulars is materially correct, some of the information is derived from third parties and has not been verified by us. Any intending Purchasers, Lessees or Third Parties should not rely on this information as a statement or representation of fact, but must satisfy themselves by their own inspection, searches, enquiries, surveys or otherwise as to the accuracy and completeness.3. To the maximum extent permitted by law CBRE Limited accepts no liability or responsibility for any loss or damage including without limitation, indirect or consequential loss or damage, or any loss of profits resulting from direct or indirect actions based upon the content of these particulars. No person in the employment of CBRE Limited has any authority to make any representation or warranty whatsoever in relation to this property.4. Unless otherwise stated, all purchase prices and rents are correct at the date of publication and, unless otherwise stated,  are quoted exclusive of VAT.  Lease details and service ground rent (where applicable) are given as a guide only and should be checked and confirmed by your solicitor prior to exchange of contracts.",871 sq ft / 81 sq m,EPC rating: C*,"['Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Basic 16Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
