property_id,title,url,address,address_2,property_status,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,key_features,description,epc_rating,key_info
result-13683011,1 bedroom apartment for sale,https://www.onthemarket.com/details/13683011/,"Eldon Park Road, South Norwood","Eldon Park Road, South Norwood",1 bedroom apartment for sale,"£340,000",haart Estate Agents - Crystal Palace,"
                         55 Westow Hill
Upper Norwood
SE19 1TS
                        
                      ", 020 8022 6749,https://www.haart.co.uk,New build,Apartment,1 bed,1 bath,564 sq ft / 52 sq m,"['Tenure: Leasehold (999 years remaining)', 'Reserve Off Plan', 'Chic New Development', 'One & Two Bedroom Apartments', 'Choice of Kitchen Units', 'Choice of Kitchen Worktops', 'Choice of Tile Flooring', 'Choice of Carpets', 'Under Floor Heating']","Fantastic opportunity to choose your very own apartment and bespoke it to your design with choices in kitchen units & worktop surfaces. Choose your choice of flooring to the bathroom and en suite* as well as choice in carpets throughout and even choice in paint colour schemes to walls.* Eldon Court is a chic and contemporary new development, comprising of 15 individually designed 1 & 2 bedroom luxury apartments. Interior features include bespoke German designer kitchen with built-in Siemens appliances and Quartz stone worktops, underfloor heating, ceramic tiles to floor and wall in the bathrooms and en suites and carpet flooring.The contemporary exterior, complete with landscaped communal garden, is beautifully complemented by the stylish interiors, many of which include balconies and outside space providing fantastic views across London and the neighbouring parks.Eldon Court is located in Zone 4 and just 13 minutes from London Bridge and a 6 minute walk from Norwood Junction station.* Where en suite's are included.* Taken from Crown website onlyThe opportunity of choices throughout is limited to timeframes of build construction.",,"['Tenure:\xa0', 'Leasehold  |  999 yrs left', 'Service charge:\xa0', '£1,066.16 per annum', 'Council tax:\xa0', 'Band TBC']"
result-13682997,2 bedroom apartment for sale,https://www.onthemarket.com/details/13682997/,"Eldon Park Road, South Norwood","Eldon Park Road, South Norwood",2 bedroom apartment for sale,"£450,000",haart Estate Agents - Crystal Palace,"
                         55 Westow Hill
Upper Norwood
SE19 1TS
                        
                      ", 020 8022 6749,https://www.haart.co.uk,New build,Apartment,2 bed,1 bath,757 sq ft / 70 sq m,"['Tenure: Leasehold (999 years remaining)', 'Opportunity to Reserve Early', 'Chic New Development', 'One & Two Bedroom Apartments', 'Choice of Kitchen Units', 'Choice of Kitchen Worktops', 'Choice of Tile Flooring', 'Choice of Carpets', 'Under Floor Heating']","Fantastic opportunity to choose your very own apartment and bespoke it to your design with choices in kitchen units & worktop surfaces. Choose your choice of flooring to the bathroom and en suite* as well as choice in carpets throughout and even choice in paint colour schemes to walls.* Eldon Court is a chic and contemporary new development, comprising of 15 individually designed 1 & 2 bedroom luxury apartments. Interior features include bespoke German designer kitchen with built-in Siemens appliances and Quartz stone worktops, underfloor heating, ceramic tiles to floor and wall in the bathrooms and en suites and carpet flooring.The contemporary exterior, complete with landscaped communal garden, is beautifully complemented by the stylish interiors, many of which include balconies and outside space providing fantastic views across London and the neighbouring parks.Eldon Court is located in Zone 4 and just 13 minutes from London Bridge and a 6 minute walk from Norwood Junction station.* Where en suite's are included.* Taken from Crown website onlyThe opportunity of choices throughout is limited to timeframes of build construction.",,"['Tenure:\xa0', 'Leasehold  |  999 yrs left', 'Service charge:\xa0', '£1,066.16 per annum', 'Council tax:\xa0', 'Band TBC']"
result-13682859,2 bedroom flat for sale,https://www.onthemarket.com/details/13682859/,"Manor Park Road, Chislehurst","Manor Park Road, Chislehurst",2 bedroom flat for sale,"£615,000",Kinleigh Folkard & Hayward - Chislehurst Sales,"
                         49 High Street
Chislehurst
BR7 5AF
                        
                      ", 020 8022 7072,http://www.kfh.co.uk,Retirement,Flat,2 bed,1 bath,882 sq ft / 82 sq m,"['McCarthy & Stone', 'Two double bedroooms', ""22' Lounge/diner"", 'Family bathroom', 'Separate cloakroom', 'Utiltity', 'Allocated parking', 'EPC rating B']","Offered chain free is this immaculately presented two double bedroom retirement Living Plus apartment. Set on the 2nd floor, the property benefits from a private balcony with garden viewsShepheard's House has all the usual McCarthy & Stone Retirement Living PLUS facilities including a guest suite, club lounge and landscaped gardens, as well as a garden driveway entrance, parking and an on-site bistro for easy dining options.",EPC rating: B*,"['Tenure:\xa0', 'Council tax, if payable:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682856,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/13682856/,"Kent House Lane, Beckenham","Kent House Lane, Beckenham",4 bedroom end of terrace house for sale,"£625,000",Kinleigh Folkard & Hayward - Beckenham Sales,"
                         Albemarle House, Albermarle Road
Beckenham
BR3 5HZ
                        
                      ", 020 8033 2485,http://www.kfh.co.uk,Chain-free,End of terrace house,4 bed,2 bath,"1,001 sq ft / 93 sq m","['Chain free', 'Four bedrooms', 'Two bathrooms', 'Double reception room', 'Separate kitchen', '102 ft garden', 'Off street parking', 'EPC Rating D']","Chain Free - charming 4 bedroom end of terrace extended family home filled with character and with huge potential throughout. Located closeby to mainline station, local schools & amenities.Additional InformationCouncil Tax Band:  DTenure:  FreeholdCouncil tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts.",EPC rating: D*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682818,1 bedroom flat for sale,https://www.onthemarket.com/details/13682818/,"Cranmer Court, Whiteheads Grove, London, SW3","Cranmer Court, Whiteheads Grove, London, SW3",1 bedroom flat for sale,"£820,000",Knight Frank - Knightsbridge,"
                         52-54 Sloane Avenue
London
SW3 3DD
                        
                      ", 020 8022 6882,http://www.knightfrank.co.uk/knightsbridge,Added today,Flat,1 bed,0 bath,,"['Tenure: Leasehold (118 years remaining)', 'Lift', 'Period', 'Mansion Blocks', 'Porter', 'Town/City', 'Upper Floor', 'Lateral']","A one bedroom flat perfectly situated on the sixth floor (with lift) of this portered building in the heart of Chelsea. The property is well proportioned and also comprises a reception room, separate kitchen and bathroom. It measures approximately 587 sq. ft. and benefits further from a share of the freehold.Please note we are currently awaiting confirmation of service charge and ground rent. Please make your own enquiries.Cranmer Court is an extremely well-run building, just off Sloane Avenue benefiting from both a lift and 24 hour porter. Situated to the north of the King's Road, you are walking distance from Sloane Square underground station and a stone's throw from the shops, bars and restaurants on the King's Road",,"['Tenure:\xa0', 'Leasehold  |  118 yrs left', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band F', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682721,5 bedroom terraced house for sale,https://www.onthemarket.com/details/13682721/,"Wimbledon Park Road, Southfields","Wimbledon Park Road, Southfields",5 bedroom terraced house for sale,"£1,695,000",Kinleigh Folkard & Hayward - Southfields Sales,"
                         251 Wimbledon Park Road
Southfields
SW19 6NW
                        
                      ", 020 8033 2449,http://www.kfh.co.uk,Chain-free,Terraced house,5 bed,2 bath,"2,012 sq ft / 187 sq m","['Five Bedrooms', 'Two Bathrooms', 'Two Reception Rooms', 'Large Eat In Kitchen', 'West Facing Garden', 'Private Garage', '2136 Sq Ft', 'No Onward Chain']","This beautiful five bedroom end of terraced family home has been renovated and designed to an exacting detail and extremely high standard of finish. The property is sold with no onward chainThe house is well located for convenient access to the cafes, shops and amenities of Southfields Village, the green open spaces of Wimbledon Park & Wimbledon Common as well as the District Line from Southfields Station.",EPC rating: D*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13682593,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13682593/,"Craneswater, Hayes","Craneswater, Hayes",3 bedroom semi-detached house for sale,"£600,000",haart Estate Agents - Hayes,"
                         462 Uxbridge Road
Hayes
UB4 0SD
                        
                      ", 020 8022 6717,https://www.haart.co.uk,Added today,Semi-detached house,3 bed,2 bath,,"['Tenure: Freehold', 'Harlington', 'Semi detached', 'Three bedrooms', 'Side and rear extension', 'Garage space with off road parking', 'Close to Heathrow', 'Blank canvass', 'Front and rear gardens', 'Call us now']","A cul de sac location and a complete Tardis is what this property has to offer in the heart of Harlington. Location just off the bath road is where you can find this brilliant three bedroom, extended semi detached family home. The property has been lived in for many years and is now looking for it's new owners to come in and stamp their own mark. The ground floor offers through lounge/diner and there is a side extension which offers a kitchen area with shower room plus access into your garage space. The diner leads out to your larger than average garden space. The first floor offers three bedrooms and family bathroom and is ideal for those with kids. So if your looking for the right location, offer road parking plus garage and a home that has space and potential then call us now and avoid missing out.",,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13680880,1 bedroom mews for sale,https://www.onthemarket.com/details/13680880/,"Shrewsbury Mews, London, W2","Shrewsbury Mews, London, W2",1 bedroom mews for sale,"£1,500,000",Lurot Brand - South Kensington,"
                         4-5 Kynance Place
South Kensington
SW7 4QS
                        
                      ", 020 8022 6880,http://www.lurotbrand.co.uk,Study,Mews,1 bed,1 bath,,"['Tenure: Share of freehold (959 years remaining)', 'Kitchen/Dining Room', 'One Bedroom', 'Walk-In Wardrobe', 'Ensuite Bathroom', 'Second Sleeping Area', 'Shower Room', 'Study', 'Garage']","This house has a flexible layout with a garage, study and sleeping area on the ground floor. The first floor is light and airy and comprises of the reception room, kitchen and private balcony. Finally, the large bedroom with walk in wardrobe and en-suite bathroom occupies the entire top floor.Photos virtually staged.Shrewsbury Mews is just off Chepstow Road. It is within easy access of the boutiques, restaurants and bars of Westbourne Gove and Portobello Road. It benefits from links to the city and the rest of London through Westbourne Park Station.",,"['Tenure:\xa0', 'Share of freehold', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£500 per annum', 'Council tax:\xa0', 'Band G']"
result-13680878,3 bedroom mews for sale,https://www.onthemarket.com/details/13680878/,"Lancaster Mews, Lancaster Gate, London, W2","Lancaster Mews, Lancaster Gate, London, W2",3 bedroom mews for sale,"£4,250,000",Lurot Brand - Hyde Park,"
                         37-41 Sussex Place
London
W2 2TH
                        
                      ", 020 8022 7314,http://www.lurotbrand.co.uk,Added today,Mews,3 bed,4 bath,,"['Tenure: Freehold', 'Separate Studio Apartment', 'Three Bedrooms', 'Three En Suite Bathrooms', 'Shower Room', 'Reception Room', 'Dining Room', 'Kitchen', 'Two Balconies']","This lovely house offers a huge amount of accommodation across three floors. Once a mini cooper workshop, the owner refurbished the house to a high standard creating a wonderful first floor living room, dining room and kitchen. The living room enjoys open views looking down the mews. There are two large bedroom suites on the second floor both of which have private balconies. Finally, the ground floor is currently configured as a studio space with kitchen and shower room, this is flexible space that an incoming purchaser could use in multiple ways.Lancaster Mews is a beautiful, cobbled mews perfectly located to enjoy all the amenities of Bayswater and Hyde Park. There are multiple shops, bars and restaurants nearby with Kensington Gardens and Hyde Park only a two-minute walk away. There are also great transport facilities from Lancaster Gate and Paddington Station.",,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band H']"
result-13680436,2 bedroom apartment for sale,https://www.onthemarket.com/details/13680436/,"Kempton Walk, Shirley","Kempton Walk, Shirley",2 bedroom apartment for sale,"£350,000",Allen Heritage - Shirley,"
                         151 Wickham Road
Shirley
CR0 8TE
                        
                      ", 020 8022 6739,http://www.allenheritage.co.uk,Chain-free,Apartment,2 bed,2 bath,686 sq ft / 64 sq m,"['Virtually Detached Two Bedroom Property', 'Bright & Spacious Well Presented Accommodation', 'Pleasant Outlooks To Four Sides!', 'Two Double Bedrooms & En-Suite Shower Room', 'Spacious Lounge/Diner & Attractive Fitted Kitchen', 'Secluded Private Balcony', 'Integral Garage With Utility Area', 'Offered Chain Free, Viewing Highly Recommended']","A really impressive, virtually detached, two bedroom property on the award winning Lawdon developmentThis Could Be Your Dream Home. Here's WhySituated on the award winning and ever popular Lawdon development is this enviably located and really interesting home. Extremely well presented, the property needs to be seen to be fully appreciated and understood. With open outlooks to all four sides of the property including across the green on Kempton Walk, it is safe to call the property bright and spacious throughout. Generously proportioned, the home has a really pleasant lounge diner perfect for entertaining family friends, and doors opening onto the delightful and secluded balcony. Both the bedrooms are doubles and there is a cleverly designed, handy en-suite shower room too. The integral garage is accessed via the entrance hall on the ground floor and doubles up as a utility area, and the property has much in the way of storage with cupboards inside and out. Double glazed, centrally heating and with impressive floor coverings, we feel this fine example of a Lawdon property will suit a range of purchasers from first time buyers through to those downsizing. Call now to book a viewing.The Enviable LocationThe property can be found next to the green on Northcliffe Court, which is well kept courtyard peacefully tucked away on the second part of Kempton Walk. Within approximately a mile of Langley Schools [as the crow flies], several children who reside on the Lawdon Development attend Langley. The new Co-Op local store is within easy reach, with further amenities including shops, bus routes and Eden Park mainline railway station are all on offer on the nearby Upper Elmers End Road. Other schools locally include Orchard Way Primary School, Orchard Park High and Monks Orchard Primary. For further directions please contact Allen Heritage Estate Agents in Shirley. Open PorchEntrance HallIntegral GarageLounge/Diner - 6.83m (22'5"") max x 3.69m (12'1"")Kitchen - 3.85m (12'8"") x 1.84m (6')Balcony - 3.55m (11'8"") x 3.53m (11'7"")Bedroom 1 - 4.09m (13'5"") x 2.68m (8'9"")Bedroom 2 - 3.22m (10'7"") x 2.70m (8'10"") maxEn-suiteBathroom - 2.13m (7') x 1.82m (6')Tenure InformationThe following tenure details of this property have been supplied by the vendor. We are awaiting sight of the original documentation to verify this information.The property has a share of the freehold, also known as a virtual freehold.A lease of 999 years was granted in 1969.The maintenance charge is approx £75 per quarter, this is to cover the upkeep of the well kept communal grounds that surround the properties on the Lawdon development. There is no ground rent payable as the property has a share of the freehold. Council TaxLondon Borough of Croydon - Band CEPC Rating - TBACouncil Tax Band: CTenure: Share of freehold",EPC rating: E*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679760,2 bedroom flat for sale,https://www.onthemarket.com/details/13679760/,"Compton Road, Islington","Compton Road, Islington",2 bedroom flat for sale,"£825,000",Kinleigh Folkard & Hayward - Islington Sales,"
                         298 Upper Street
Islington
N1 2TU
                        
                      ", 020 8033 2459,http://www.kfh.co.uk,Added yesterday,Flat,2 bed,1 bath,,"['Two double bedrooms', ""16' Reception room"", 'Modern fitted kitchen', 'Bathroom', 'Excellent communal garden', 'Well presented', 'Close to transport links', 'EPC rating E']","Charming and spacious 824 sq ft two double bedroom flat for sale set within this popular Neo-Georgian development with well maintained and secure communal gardens.John Spencer Square is a sought after location in leafy Canonbury close to Highbury & Islington Station. Upper Street offers excellent food, music, shops and theatre. Canonbury Square, the New River and Highbury fields are attractive nearby open spaces.",,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13656657,4 bedroom terraced house for sale,https://www.onthemarket.com/details/13656657/,"Rannoch Road, London, W6","Rannoch Road, London, W6",4 bedroom terraced house for sale,"£1,325,000",Knight Frank - Fulham,"
                         203 New Kings Road
Fulham
SW6 4SR
                        
                      ", 020 8022 6975,https://www.knightfrank.co.uk/contact/fulham-estate-agents?utm_medium=referrer&utm_source=portal&utm_campaign=OTMRedirectionFulham,Added today,Terraced house,4 bed,3 bath,"1,399 sq ft / 130 sq m","['Tenure: Freehold', '4 bedrooms', '1 reception room', '3 bathrooms', 'Terraced']","This spacious Edwardian property has been well maintained and extended to create a fantastic family home. The accommodation comprises on the ground floor, a bay fronted double reception room with double doors to a dining room with doors leading out onto the private rear garden.On the first floor are two double bedrooms, a further single bedroom and modern shower room. On the second floor is the master bedroom with en-suite bathroom. The property further benefits from gas central heating.Rannoch Road is located within an 8 – 10 minute walk to Hammersmith underground station and ideally positioned for the River Thames towpath which offers easy access to its' numerous restaurants, bars and pubs as well as the recently renovated Riverside Studios which boasts a cinema, two theatres, art gallery, restaurant and bar.",EPC rating: C*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band F', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679586,2 bedroom maisonette for sale,https://www.onthemarket.com/details/13679586/,"Longford Avenue, London","Longford Avenue, London",2 bedroom maisonette for sale,"£335,000",haart Estate Agents - Greenford,"
                         53 The Broadway
Greenford
UB6 9PP
                        
                      ", 020 8022 6722,https://www.haart.co.uk,Chain-free,Maisonette,2 bed,1 bath,,"['Tenure: Leasehold (125 years remaining)', 'Chain Free', 'Two Double Bedrooms', 'No Service Charges', '125 Year Lease', 'Finish To Your Taste', 'Southall UB1']","This spacious two-bedroom ground floor maisonette situated on Longford Ave in the vibrant Southall community is now available to buy chain free. The property offers the allure of a long lease and the advantage of zero service charges, making it an attractive prospect for investment and home buyers seeking both affordability and potential.While the property itself is ready for a touch of modernization, its well-designed layout sets the stage for transformation. The generous living spaces provide you the opportunity to create your ideal home. Nestled just off the Uxbridge Road, this maisonette enjoys a strategic location that grants easy access to a variety of local amenities, schools, and transportation options. Don't miss out on the chance to invest in a well-located space....Call now to book your viewing!!",,"['Tenure:\xa0', 'Leasehold  |  125 yrs left', 'Ground rent:\xa0', '£200 per annum  |  review period: unconfirmed', 'Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679561,3 bedroom flat for sale,https://www.onthemarket.com/details/13679561/,"The Atrium, 30 Vincent Square, London, SW1P","The Atrium, 30 Vincent Square, London, SW1P",3 bedroom flat for sale,"£1,600,000","Knight Frank - Belgravia, Westminster & Pimlico","
                         47 Lower Belgrave Street
Belgravia
SW1W 0LS
                        
                      ", 020 8022 7027,https://www.knightfrank.co.uk/contact/belgravia-estate-agents?utm_medium=referrer&utm_source=portal&utm_campaign=OTMRedirectionBelgravia&Westminster_Sales,Added yesterday,Flat,3 bed,3 bath,,"['Tenure: Leasehold (973 years remaining)', '3 bedrooms', '1 reception room', '3 bathrooms', 'Lift', 'Modern', 'Balcony', 'Communal Garden', 'Gym', 'Parking', 'Porter']","A spacious three bed apartment located on the fifth floor (with a lift) of this popular residential development. Comprising a large double reception room, three en suite bedrooms, a kitchen and a balcony, this flat has a great canvas to make the property your own. Its large windows provide stunning views of Vincent Square, as well as flooding the rooms with natural light. The Atrium benefits from a Porter, underground allocated parking space for 1 car and ornamental gardens.Knight Frank has been unable to obtain service charges and ground rent fees at this time.  We suggest that you or your solicitor make your own inquiries.The apartment is ideally located near Moreton Street, Churton Street and Warwick Way and has an abundance of amenities including Sainsbury's, Waitrose and Marks & Spencer's.   Transport links include Victoria Station which is within easy reach offering direct services to The City, The West End and London Gatwick Airport.",,"['Tenure:\xa0', 'Leasehold  |  973 yrs left', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679453,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13679453/,"Bellingham Road, Catford","Bellingham Road, Catford",5 bedroom semi-detached house for sale,"£800,000",Kinleigh Folkard & Hayward - Catford Sales,"
                         133 Rushey Green
Catford
SE6 4AA
                        
                      ", 020 8033 2478,https://www.kfh.co.uk/contact-us/branch-finder/catford,Added yesterday,Semi-detached house,5 bed,3 bath,"1,732 sq ft / 161 sq m","['Five bedrooms', 'Semi Detached house', 'Two reception rooms', 'Conservatory', 'Three bathrooms', '2299 sq ft.', 'Detached studio', 'EPC rating D']","Comprised of an impressive 2299 sq ft and immaculately presented throughout is this imposing five bedroom Semi Detached house. Conveniently located for popular local amenities, viewing advised.",EPC rating: D*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13679159,1 bedroom flat for sale,https://www.onthemarket.com/details/13679159/,"Spencer Road, Wandsworth","Spencer Road, Wandsworth",1 bedroom flat for sale,"£450,000",Kinleigh Folkard & Hayward - Battersea Sales,"
                         108 Northcote Road
Battersea
SW11 6QP
                        
                      ", 020 8033 2488,http://www.kfh.co.uk,Chain-free,Flat,1 bed,1 bath,613 sq ft / 57 sq m,"['Grand Victorian Building', 'Set over two floors', '1 double bedroom', 'Bay-fronted living area', 'Immaculate condition', '78ft communal Garden', 'Separate utility room', 'Chain free']","A beautiful one bedroom split level apartment located on a desirable road moments to the popular St. John's Hill and the beautiful Spencer Park.Arranged over two floors is this handsome Victorian home, comprising a bright bay-fronted reception room, separate modern fitted kitchen, one double bedroom with plenty of wardrobe space, large family bathroom, utility/store room and 78 ft communal gardens.Council Tax Band: CTenure:  Share of FreeholdOriginal length of lease: 125Date lease commences: September 1987Service charge:  £0.00Ground Rent:  £1800.00Council tax and, where applicable, lease information, service charges and ground rent are given as a guide only and should always be checked and confirmed by your Solicitor prior to exchange of contracts..",EPC rating: D*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
